N,OscNum,Topology,Coupling,InDegree,FreqVar,DelayConst,DelayVar,c1,c2
9,5,all,0.99,8,0,0,0,0.942477796076938,4.20973415581032
9,6,all,0.99,8,0,0,0,0.879645943005142,4.33539786195391
9,7,all,0.99,8,0,0,0,0.942477796076938,4.46106156809751
9,8,all,0.99,8,0,0,0,0.879645943005142,4.5238934211693
9,9,all,0.99,8,0,0,0,1.00530964914873,4.33539786195391
9,1,all,0.99,8,0,0,0,0.879645943005142,4.27256600888212
9,2,all,0.99,8,0,0,0,1.00530964914873,4.27256600888212
9,3,all,0.99,8,0,0,0,0.879645943005142,4.27256600888212
9,4,all,0.99,8,0,0,0,0.816814089933346,4.20973415581032
9,5,all,0.99,8,0,0,0,0.816814089933346,4.27256600888212
9,6,all,0.99,8,0,0,0,1.06814150222053,4.20973415581032
9,7,all,0.99,8,0,0,0,1.00530964914873,4.33539786195391
9,8,all,0.99,8,0,0,0,1.00530964914873,4.08407044966673
9,9,all,0.99,8,0,0,0,0.942477796076938,4.20973415581032
9,1,all,0.99,8,0,0,0,1.00530964914873,4.14690230273853
9,2,all,0.99,8,0,0,0,0.816814089933346,4.27256600888212
9,3,all,0.99,8,0,0,0,0.879645943005142,4.27256600888212
9,4,all,0.99,8,0,0,0,0.942477796076938,4.39822971502571
9,5,all,0.99,8,0,0,0,0.879645943005142,4.20973415581032
9,6,all,0.99,8,0,0,0,0.942477796076938,4.27256600888212
9,7,all,0.99,8,0,0,0,0.816814089933346,4.27256600888212
9,8,all,0.99,8,0,0,0,1.00530964914873,4.14690230273853
9,9,all,0.99,8,0,0,0,1.00530964914873,4.08407044966673
21,1,all,0.99,20,0,0,0,0.565486677646163,4.71238898038469
21,2,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,3,all,0.99,20,0,0,0,0.565486677646163,4.71238898038469
21,4,all,0.99,20,0,0,0,0.439822971502571,4.71238898038469
21,5,all,0.99,20,0,0,0,0.628318530717959,4.5238934211693
21,6,all,0.99,20,0,0,0,0.628318530717959,4.5867252742411
21,7,all,0.99,20,0,0,0,0.628318530717959,4.64955712731289
21,8,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,9,all,0.99,20,0,0,0,0.502654824574367,4.5238934211693
21,10,all,0.99,20,0,0,0,0.502654824574367,4.64955712731289
21,11,all,0.99,20,0,0,0,0.439822971502571,4.64955712731289
21,12,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,13,all,0.99,20,0,0,0,0.502654824574367,4.64955712731289
21,14,all,0.99,20,0,0,0,0.502654824574367,4.5238934211693
21,15,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,16,all,0.99,20,0,0,0,0.565486677646163,4.77522083345649
21,17,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,18,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,19,all,0.99,20,0,0,0,0.628318530717959,4.71238898038469
21,20,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,21,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,1,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,2,all,0.99,20,0,0,0,0.628318530717959,4.39822971502571
21,3,all,0.99,20,0,0,0,0.565486677646163,4.46106156809751
21,4,all,0.99,20,0,0,0,0.502654824574367,4.77522083345649
21,5,all,0.99,20,0,0,0,0.628318530717959,4.5867252742411
21,6,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,7,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,8,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,9,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,10,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,11,all,0.99,20,0,0,0,0.565486677646163,4.46106156809751
21,12,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,13,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,14,all,0.99,20,0,0,0,0.565486677646163,4.5238934211693
21,15,all,0.99,20,0,0,0,0.565486677646163,4.5238934211693
21,16,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,17,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,18,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,19,all,0.99,20,0,0,0,0.439822971502571,4.64955712731289
21,20,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,21,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,1,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,2,all,0.99,20,0,0,0,0.502654824574367,4.77522083345649
21,3,all,0.99,20,0,0,0,0.565486677646163,4.39822971502571
21,4,all,0.99,20,0,0,0,0.439822971502571,4.77522083345649
21,5,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,6,all,0.99,20,0,0,0,0.502654824574367,4.71238898038469
21,7,all,0.99,20,0,0,0,0.565486677646163,4.64955712731289
21,8,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,9,all,0.99,20,0,0,0,0.502654824574367,4.5867252742411
21,10,all,0.99,20,0,0,0,0.502654824574367,4.64955712731289
21,11,all,0.99,20,0,0,0,0.439822971502571,4.77522083345649
21,12,all,0.99,20,0,0,0,0.502654824574367,4.64955712731289
21,13,all,0.99,20,0,0,0,0.439822971502571,4.64955712731289
21,14,all,0.99,20,0,0,0,0.628318530717959,4.5867252742411
21,15,all,0.99,20,0,0,0,0.439822971502571,4.5867252742411
21,16,all,0.99,20,0,0,0,0.502654824574367,4.5238934211693
21,17,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,18,all,0.99,20,0,0,0,0.502654824574367,4.64955712731289
21,19,all,0.99,20,0,0,0,0.565486677646163,4.5867252742411
21,20,all,0.99,20,0,0,0,0.565486677646163,4.46106156809751
21,21,all,0.99,20,0,0,0,0.439822971502571,4.71238898038469
